Country Name,Country Code,2022,2022_predicted,2022_confidence
South Asia (IDA & IBRD),TSA,87.76227,87.76227,0.5
Sub-Saharan Africa (IDA & IBRD countries),TSS,75.26385,75.26385,0.5
Trinidad and Tobago,TTO,95.28261,95.28261,0.5
Tunisia,TUN,97.80391,97.80391,0.5
Turkiye,TUR,87.90006,87.90006,0.5
Tuvalu,TUV,76.2475,76.2475,0.5
Tanzania,TZA,81.32921,81.32921,0.5
Uganda,UGA,95.49324,95.49324,0.5
Ukraine,UKR,91.66472,91.66472,0.5
Upper middle income,UMC,95.47259,95.47259,0.5
Uruguay,URY,99.3775,99.3775,0.5
United States,USA,94.62633,94.62633,0.5
Uzbekistan,UZB,94.59704,94.59704,0.5
St. Vincent and the Grenadines,VCT,93.58439,93.58439,0.5
"Venezuela, RB",VEN,87.39174,87.39174,0.5
British Virgin Islands,VGB,91.05875,91.05875,0.5
Viet Nam,VNM,97.96511,97.96511,0.5
Vanuatu,VUT,79.84105,79.84105,0.5
World,WLD,89.4124,89.4124,0.5
Samoa,WSM,94.41308,94.41308,0.5
"Yemen, Rep.",YEM,84.16556,84.16556,0.5
South Africa,ZAF,87.01258,87.01258,0.5
Zambia,ZMB,83.16745,83.16745,0.5
Zimbabwe,ZWE,94.14912,94.14912,0.5
